method,seed,checkpoint,update,reason,state_label,resolution,sigma_G,policy,train_probe_ce,train_probe_acc,test_probe_ce,test_probe_acc
resolution_max_b1_gaussian_conv,3,epoch_016.pt,6256,epoch_end,current,32,0.4,recalibrated,0.46424087524414065,0.841,0.5750638122558593,0.797
resolution_max_b1_gaussian_conv,3,epoch_017.pt,6647,epoch_end,final,32,0.0,saved,0.8088939819335937,0.724,0.9139977416992188,0.691
resolution_max_b1_gaussian_conv,3,epoch_017.pt,6647,epoch_end,final,32,0.0,recalibrated,0.5689125061035156,0.824,0.6702535095214843,0.78
resolution_max_b1_gaussian_conv,3,epoch_017.pt,6647,epoch_end,current,32,0.4,saved,0.4729679260253906,0.835,0.6064951477050782,0.797
resolution_max_b1_gaussian_conv,3,epoch_017.pt,6647,epoch_end,current,32,0.4,recalibrated,0.44162457275390626,0.84,0.5734571838378906,0.81
resolution_max_b1_gaussian_conv,3,update_006988.pt,6988,transition_window,final,32,0.0,saved,0.6862125854492187,0.752,0.8022739562988281,0.739
resolution_max_b1_gaussian_conv,3,update_006988.pt,6988,transition_window,final,32,0.0,recalibrated,0.5393210144042969,0.822,0.6594516296386719,0.782
resolution_max_b1_gaussian_conv,3,update_006988.pt,6988,transition_window,current,32,0.4,saved,0.42294677734375,0.853,0.5826158599853516,0.797
resolution_max_b1_gaussian_conv,3,update_006988.pt,6988,transition_window,current,32,0.4,recalibrated,0.4135517883300781,0.856,0.5745766296386718,0.808
resolution_max_b1_gaussian_conv,3,update_007028.pt,7028,transition_window,final,32,0.0,saved,0.6369957580566407,0.777,0.7561278076171875,0.743
resolution_max_b1_gaussian_conv,3,update_007028.pt,7028,transition_window,final,32,0.0,recalibrated,0.5229579467773438,0.84,0.6396815490722656,0.774
resolution_max_b1_gaussian_conv,3,update_007028.pt,7028,transition_window,current,32,0.4,saved,0.4119541168212891,0.867,0.5663437194824219,0.813
resolution_max_b1_gaussian_conv,3,update_007028.pt,7028,transition_window,current,32,0.4,recalibrated,0.40203363037109374,0.866,0.5575737609863282,0.813
resolution_max_b1_gaussian_conv,3,update_007037.pt,7037,transition_window,final,32,0.0,saved,0.6424105834960937,0.786,0.76801220703125,0.737
resolution_max_b1_gaussian_conv,3,update_007037.pt,7037,transition_window,final,32,0.0,recalibrated,0.5328990173339844,0.824,0.652056396484375,0.781
resolution_max_b1_gaussian_conv,3,update_007037.pt,7037,transition_window,current,32,0.4,saved,0.4174197692871094,0.866,0.5754646911621094,0.804
resolution_max_b1_gaussian_conv,3,update_007037.pt,7037,transition_window,current,32,0.4,recalibrated,0.4174228210449219,0.862,0.5715101623535156,0.807
resolution_max_b1_gaussian_conv,3,epoch_018.pt,7038,epoch_end,final,32,0.0,saved,0.6530042724609375,0.781,0.7775215759277344,0.732
resolution_max_b1_gaussian_conv,3,epoch_018.pt,7038,epoch_end,final,32,0.0,recalibrated,0.5321312255859375,0.824,0.6510269165039062,0.785
resolution_max_b1_gaussian_conv,3,epoch_018.pt,7038,epoch_end,current,32,0.4,saved,0.4189076232910156,0.866,0.5800603637695313,0.804
resolution_max_b1_gaussian_conv,3,epoch_018.pt,7038,epoch_end,current,32,0.4,recalibrated,0.41698007202148435,0.864,0.571045166015625,0.806
resolution_max_b1_gaussian_conv,3,update_007039.pt,7039,transition_window,final,32,0.0,saved,0.5731078796386718,0.799,0.6981587524414062,0.775
resolution_max_b1_gaussian_conv,3,update_007039.pt,7039,transition_window,final,32,0.0,recalibrated,0.5296463928222657,0.827,0.6491111450195313,0.787
resolution_max_b1_gaussian_conv,3,update_007039.pt,7039,transition_window,current,32,0.3,saved,0.5343252258300781,0.818,0.6645281372070313,0.789
resolution_max_b1_gaussian_conv,3,update_007039.pt,7039,transition_window,current,32,0.3,recalibrated,0.5082207641601563,0.833,0.6309657287597656,0.793
resolution_max_b1_gaussian_conv,3,update_007048.pt,7048,transition_window,final,32,0.0,saved,0.49767236328125,0.849,0.62601171875,0.789
resolution_max_b1_gaussian_conv,3,update_007048.pt,7048,transition_window,final,32,0.0,recalibrated,0.5023234100341797,0.847,0.6225717163085938,0.792
resolution_max_b1_gaussian_conv,3,update_007048.pt,7048,transition_window,current,32,0.3,saved,0.4804440155029297,0.856,0.6118370971679687,0.784
resolution_max_b1_gaussian_conv,3,update_007048.pt,7048,transition_window,current,32,0.3,recalibrated,0.48225645446777343,0.849,0.6068163146972656,0.798
resolution_max_b1_gaussian_conv,3,update_007088.pt,7088,transition_window,final,32,0.0,saved,0.4846059417724609,0.837,0.6020935668945312,0.804
resolution_max_b1_gaussian_conv,3,update_007088.pt,7088,transition_window,final,32,0.0,recalibrated,0.4827747039794922,0.845,0.6040191040039062,0.801
resolution_max_b1_gaussian_conv,3,update_007088.pt,7088,transition_window,current,32,0.3,saved,0.47419142150878907,0.846,0.5930203857421875,0.808
resolution_max_b1_gaussian_conv,3,update_007088.pt,7088,transition_window,current,32,0.3,recalibrated,0.46886143493652344,0.853,0.5940834350585937,0.801
resolution_max_b1_gaussian_conv,3,epoch_019.pt,7429,epoch_end,final,32,0.0,saved,0.4244609527587891,0.862,0.5761777038574218,0.809
resolution_max_b1_gaussian_conv,3,epoch_019.pt,7429,epoch_end,final,32,0.0,recalibrated,0.422306640625,0.859,0.5711082458496094,0.811
resolution_max_b1_gaussian_conv,3,epoch_019.pt,7429,epoch_end,current,32,0.3,saved,0.4181388854980469,0.861,0.5698612060546875,0.805
resolution_max_b1_gaussian_conv,3,epoch_019.pt,7429,epoch_end,current,32,0.3,recalibrated,0.4151806640625,0.862,0.5672449645996094,0.812
resolution_max_b1_gaussian_conv,3,epoch_020.pt,7820,epoch_end,final,32,0.0,saved,0.3940764617919922,0.867,0.5785816345214844,0.801
resolution_max_b1_gaussian_conv,3,epoch_020.pt,7820,epoch_end,final,32,0.0,recalibrated,0.3958795623779297,0.868,0.5778140258789063,0.808
resolution_max_b1_gaussian_conv,3,epoch_020.pt,7820,epoch_end,current,32,0.3,saved,0.3896116027832031,0.869,0.5740556030273437,0.802
resolution_max_b1_gaussian_conv,3,epoch_020.pt,7820,epoch_end,current,32,0.3,recalibrated,0.38923298645019533,0.867,0.5750970764160156,0.808
resolution_max_b1_gaussian_conv,3,update_008161.pt,8161,transition_window,final,32,0.0,saved,0.3706092834472656,0.884,0.5573224487304688,0.811
resolution_max_b1_gaussian_conv,3,update_008161.pt,8161,transition_window,final,32,0.0,recalibrated,0.36696620178222655,0.883,0.5548742828369141,0.811
resolution_max_b1_gaussian_conv,3,update_008161.pt,8161,transition_window,current,32,0.3,saved,0.36715228271484374,0.884,0.5523750610351562,0.814
resolution_max_b1_gaussian_conv,3,update_008161.pt,8161,transition_window,current,32,0.3,recalibrated,0.3616495819091797,0.886,0.5517046508789063,0.812
resolution_max_b1_gaussian_conv,3,update_008201.pt,8201,transition_window,final,32,0.0,saved,0.3659222106933594,0.881,0.5422813873291016,0.82
resolution_max_b1_gaussian_conv,3,update_008201.pt,8201,transition_window,final,32,0.0,recalibrated,0.3707372131347656,0.876,0.5418283996582032,0.821
resolution_max_b1_gaussian_conv,3,update_008201.pt,8201,transition_window,current,32,0.3,saved,0.36227044677734377,0.883,0.5365047912597656,0.824
resolution_max_b1_gaussian_conv,3,update_008201.pt,8201,transition_window,current,32,0.3,recalibrated,0.3656535949707031,0.877,0.5384776611328125,0.822
resolution_max_b1_gaussian_conv,3,update_008210.pt,8210,transition_window,final,32,0.0,saved,0.36590225219726563,0.882,0.5426872863769531,0.82
resolution_max_b1_gaussian_conv,3,update_008210.pt,8210,transition_window,final,32,0.0,recalibrated,0.36737039184570314,0.88,0.54385009765625,0.819
resolution_max_b1_gaussian_conv,3,update_008210.pt,8210,transition_window,current,32,0.3,saved,0.36395883178710936,0.879,0.5387397918701172,0.825
resolution_max_b1_gaussian_conv,3,update_008210.pt,8210,transition_window,current,32,0.3,recalibrated,0.36253506469726565,0.877,0.5410843658447265,0.82
resolution_max_b1_gaussian_conv,3,epoch_021.pt,8211,epoch_end,final,32,0.0,saved,0.3659637298583984,0.881,0.5437384338378907,0.822
resolution_max_b1_gaussian_conv,3,epoch_021.pt,8211,epoch_end,final,32,0.0,recalibrated,0.3664467468261719,0.879,0.5446912536621094,0.822
resolution_max_b1_gaussian_conv,3,epoch_021.pt,8211,epoch_end,current,32,0.3,saved,0.36398092651367187,0.883,0.5399368286132813,0.815
resolution_max_b1_gaussian_conv,3,epoch_021.pt,8211,epoch_end,current,32,0.3,recalibrated,0.36178375244140626,0.877,0.542118896484375,0.821
resolution_max_b1_gaussian_conv,3,update_008212.pt,8212,transition_window,final,32,0.0,saved,0.36498455810546876,0.878,0.5428192443847656,0.816
resolution_max_b1_gaussian_conv,3,update_008212.pt,8212,transition_window,final,32,0.0,recalibrated,0.36610023498535155,0.878,0.545574966430664,0.817
resolution_max_b1_gaussian_conv,3,update_008221.pt,8221,transition_window,final,32,0.0,saved,0.37017552185058594,0.88,0.5658176879882812,0.806
resolution_max_b1_gaussian_conv,3,update_008221.pt,8221,transition_window,final,32,0.0,recalibrated,0.36777108764648436,0.88,0.5543348999023437,0.812
resolution_max_b1_gaussian_conv,3,update_008261.pt,8261,transition_window,final,32,0.0,saved,0.37272308349609373,0.882,0.5506627349853516,0.812
resolution_max_b1_gaussian_conv,3,update_008261.pt,8261,transition_window,final,32,0.0,recalibrated,0.37170852661132814,0.887,0.5504216613769531,0.813
resolution_max_b1_gaussian_conv,3,epoch_022.pt,8602,epoch_end,final,32,0.0,saved,0.35142108154296875,0.887,0.5548677062988281,0.819
resolution_max_b1_gaussian_conv,3,epoch_022.pt,8602,epoch_end,final,32,0.0,recalibrated,0.3515019378662109,0.893,0.54717578125,0.827
resolution_max_b1_gaussian_conv,3,epoch_023.pt,8993,epoch_end,final,32,0.0,saved,0.33924395751953124,0.896,0.5444937286376953,0.825
resolution_max_b1_gaussian_conv,3,epoch_023.pt,8993,epoch_end,final,32,0.0,recalibrated,0.33824859619140624,0.892,0.5463583374023437,0.831
resolution_max_b1_gaussian_conv,3,epoch_024.pt,9384,epoch_end,final,32,0.0,saved,0.3259263916015625,0.904,0.5461529235839844,0.816
resolution_max_b1_gaussian_conv,3,epoch_024.pt,9384,epoch_end,final,32,0.0,recalibrated,0.32483390808105467,0.907,0.5405049896240235,0.825
resolution_max_b1_gaussian_conv,3,epoch_025.pt,9775,epoch_end,final,32,0.0,saved,0.31575616455078126,0.909,0.5423470153808594,0.82
resolution_max_b1_gaussian_conv,3,epoch_025.pt,9775,epoch_end,final,32,0.0,recalibrated,0.3176215057373047,0.907,0.5460363159179688,0.821
resolution_max_b1_gaussian_conv,3,epoch_026.pt,10166,epoch_end,final,32,0.0,saved,0.31483428955078124,0.901,0.539213851928711,0.823
resolution_max_b1_gaussian_conv,3,epoch_026.pt,10166,epoch_end,final,32,0.0,recalibrated,0.3104803924560547,0.905,0.53868017578125,0.827
resolution_max_b1_gaussian_conv,3,epoch_027.pt,10557,epoch_end,final,32,0.0,saved,0.3087355194091797,0.906,0.538695068359375,0.816
resolution_max_b1_gaussian_conv,3,epoch_027.pt,10557,epoch_end,final,32,0.0,recalibrated,0.30630256652832033,0.909,0.5376024932861329,0.82
resolution_max_b1_gaussian_conv,3,epoch_028.pt,10948,epoch_end,final,32,0.0,saved,0.306232421875,0.91,0.5411070404052735,0.816
resolution_max_b1_gaussian_conv,3,epoch_028.pt,10948,epoch_end,final,32,0.0,recalibrated,0.30559600830078126,0.911,0.5383787841796875,0.823
resolution_max_b1_gaussian_conv,3,epoch_029.pt,11339,epoch_end,final,32,0.0,saved,0.3051598052978516,0.905,0.5387105712890625,0.823
resolution_max_b1_gaussian_conv,3,epoch_029.pt,11339,epoch_end,final,32,0.0,recalibrated,0.3033828430175781,0.91,0.5369607238769531,0.821
resolution_max_b1_gaussian_conv,3,epoch_030.pt,11730,epoch_end,final,32,0.0,saved,0.3005762481689453,0.913,0.5388302001953125,0.83
resolution_max_b1_gaussian_conv,3,epoch_030.pt,11730,epoch_end,final,32,0.0,recalibrated,0.3031758270263672,0.91,0.53676806640625,0.822
gaussian_postrelu,3,epoch_000.pt,0,initialization,final,,0.0,saved,3.7023623046875,0.099,3.683364501953125,0.096
gaussian_postrelu,3,epoch_000.pt,0,initialization,final,,0.0,recalibrated,2.304710205078125,0.116,2.3032159423828125,0.111
gaussian_postrelu,3,epoch_000.pt,0,initialization,current,,1.0,saved,3.500688720703125,0.1,3.4833446044921876,0.1
gaussian_postrelu,3,epoch_000.pt,0,initialization,current,,1.0,recalibrated,2.300607421875,0.116,2.29632275390625,0.134
gaussian_postrelu,3,epoch_001.pt,391,epoch_end,final,,0.0,saved,3.0615340576171874,0.188,3.0378455810546874,0.167
gaussian_postrelu,3,epoch_001.pt,391,epoch_end,final,,0.0,recalibrated,1.8765653076171875,0.302,1.8828925170898438,0.29
gaussian_postrelu,3,epoch_001.pt,391,epoch_end,current,,1.0,saved,1.4707125854492187,0.467,1.5278648681640625,0.444
gaussian_postrelu,3,epoch_001.pt,391,epoch_end,current,,1.0,recalibrated,1.3727431030273438,0.488,1.4145317993164062,0.483
gaussian_postrelu,3,epoch_002.pt,782,epoch_end,final,,0.0,saved,4.2387373046875,0.168,4.225821533203125,0.158
gaussian_postrelu,3,epoch_002.pt,782,epoch_end,final,,0.0,recalibrated,1.8546797485351563,0.322,1.8749442749023437,0.306
gaussian_postrelu,3,epoch_002.pt,782,epoch_end,current,,1.0,saved,1.12601708984375,0.586,1.2229539794921875,0.564
gaussian_postrelu,3,epoch_002.pt,782,epoch_end,current,,1.0,recalibrated,1.107606201171875,0.594,1.1966578979492188,0.57
gaussian_postrelu,3,update_001123.pt,1123,transition_window,final,,0.0,saved,6.203398681640625,0.144,6.2657294921875,0.148
gaussian_postrelu,3,update_001123.pt,1123,transition_window,final,,0.0,recalibrated,1.9202196044921875,0.285,1.929230712890625,0.281
gaussian_postrelu,3,update_001123.pt,1123,transition_window,current,,1.0,saved,1.0707026977539063,0.591,1.1064656372070312,0.601
gaussian_postrelu,3,update_001123.pt,1123,transition_window,current,,1.0,recalibrated,1.0204764404296875,0.613,1.0657882080078125,0.606
gaussian_postrelu,3,update_001163.pt,1163,transition_window,final,,0.0,saved,7.170072998046875,0.125,7.180026123046875,0.13
gaussian_postrelu,3,update_001163.pt,1163,transition_window,final,,0.0,recalibrated,1.8343189697265625,0.32,1.8384598999023438,0.298
gaussian_postrelu,3,update_001163.pt,1163,transition_window,current,,1.0,saved,1.0175020751953125,0.621,1.1061327514648438,0.603
gaussian_postrelu,3,update_001163.pt,1163,transition_window,current,,1.0,recalibrated,0.9963123168945313,0.625,1.0861497802734374,0.607
gaussian_postrelu,3,update_001172.pt,1172,transition_window,final,,0.0,saved,7.725087158203125,0.147,7.72532373046875,0.143
gaussian_postrelu,3,update_001172.pt,1172,transition_window,final,,0.0,recalibrated,1.8203628540039063,0.344,1.827870361328125,0.326
gaussian_postrelu,3,update_001172.pt,1172,transition_window,current,,1.0,saved,1.0872537231445312,0.59,1.1524853515625,0.599
gaussian_postrelu,3,update_001172.pt,1172,transition_window,current,,1.0,recalibrated,1.0763291625976563,0.603,1.131300537109375,0.61
gaussian_postrelu,3,epoch_003.pt,1173,epoch_end,final,,0.0,saved,7.82861083984375,0.148,7.82342919921875,0.146
gaussian_postrelu,3,epoch_003.pt,1173,epoch_end,final,,0.0,recalibrated,1.8140513305664063,0.352,1.8212168579101562,0.337
gaussian_postrelu,3,epoch_003.pt,1173,epoch_end,current,,1.0,saved,1.0921451416015624,0.605,1.1621241455078124,0.6
gaussian_postrelu,3,epoch_003.pt,1173,epoch_end,current,,1.0,recalibrated,1.063499755859375,0.605,1.1186270751953125,0.615
gaussian_postrelu,3,update_001174.pt,1174,transition_window,final,,0.0,saved,7.017309814453125,0.158,7.00553759765625,0.152
gaussian_postrelu,3,update_001174.pt,1174,transition_window,final,,0.0,recalibrated,1.810072265625,0.351,1.81582666015625,0.345
gaussian_postrelu,3,update_001174.pt,1174,transition_window,current,,0.85,saved,1.1236008911132813,0.582,1.1834915161132813,0.587
gaussian_postrelu,3,update_001174.pt,1174,transition_window,current,,0.85,recalibrated,1.0496326904296875,0.618,1.1040849609375,0.621
gaussian_postrelu,3,update_001183.pt,1183,transition_window,final,,0.0,saved,5.9557607421875,0.113,5.949556640625,0.119
gaussian_postrelu,3,update_001183.pt,1183,transition_window,final,,0.0,recalibrated,1.8441436157226563,0.328,1.84365185546875,0.338
gaussian_postrelu,3,update_001183.pt,1183,transition_window,current,,0.85,saved,1.112814208984375,0.589,1.1460867309570313,0.579
gaussian_postrelu,3,update_001183.pt,1183,transition_window,current,,0.85,recalibrated,1.0510516357421875,0.614,1.087242919921875,0.619
gaussian_postrelu,3,update_001223.pt,1223,transition_window,final,,0.0,saved,5.4455908203125,0.141,5.42276025390625,0.142
gaussian_postrelu,3,update_001223.pt,1223,transition_window,final,,0.0,recalibrated,1.8042900390625,0.331,1.8046781005859376,0.342
gaussian_postrelu,3,update_001223.pt,1223,transition_window,current,,0.85,saved,1.0234845886230468,0.636,1.0959456787109374,0.616
gaussian_postrelu,3,update_001223.pt,1223,transition_window,current,,0.85,recalibrated,0.9937880249023437,0.637,1.0373208618164063,0.619
gaussian_postrelu,3,epoch_004.pt,1564,epoch_end,final,,0.0,saved,4.74418896484375,0.147,4.766885986328125,0.147
gaussian_postrelu,3,epoch_004.pt,1564,epoch_end,final,,0.0,recalibrated,1.7761983032226563,0.356,1.78768505859375,0.342
gaussian_postrelu,3,epoch_004.pt,1564,epoch_end,current,,0.85,saved,0.9617331848144531,0.638,1.0334139709472656,0.622
gaussian_postrelu,3,epoch_004.pt,1564,epoch_end,current,,0.85,recalibrated,0.882171630859375,0.685,0.94541552734375,0.663
gaussian_postrelu,3,epoch_005.pt,1955,epoch_end,final,,0.0,saved,7.165029541015625,0.15,7.10755859375,0.153
gaussian_postrelu,3,epoch_005.pt,1955,epoch_end,final,,0.0,recalibrated,1.77125244140625,0.371,1.7841729125976562,0.362
gaussian_postrelu,3,epoch_005.pt,1955,epoch_end,current,,0.85,saved,0.9028785400390625,0.691,0.9298355407714843,0.663
gaussian_postrelu,3,epoch_005.pt,1955,epoch_end,current,,0.85,recalibrated,0.8454050903320313,0.708,0.8932633361816407,0.679
gaussian_postrelu,3,update_002296.pt,2296,transition_window,final,,0.0,saved,6.0999228515625,0.168,6.0862119140625,0.157
gaussian_postrelu,3,update_002296.pt,2296,transition_window,final,,0.0,recalibrated,1.8017683715820312,0.366,1.8108956298828125,0.346
gaussian_postrelu,3,update_002296.pt,2296,transition_window,current,,0.85,saved,0.8157398681640625,0.713,0.8596959838867188,0.701
gaussian_postrelu,3,update_002296.pt,2296,transition_window,current,,0.85,recalibrated,0.7736168823242188,0.736,0.8245209655761718,0.711
gaussian_postrelu,3,update_002336.pt,2336,transition_window,final,,0.0,saved,5.852468017578125,0.156,5.826086669921875,0.162
gaussian_postrelu,3,update_002336.pt,2336,transition_window,final,,0.0,recalibrated,1.7394307861328124,0.39,1.7525060424804688,0.384
gaussian_postrelu,3,update_002336.pt,2336,transition_window,current,,0.85,saved,0.7236826171875,0.747,0.8112940673828125,0.701
gaussian_postrelu,3,update_002336.pt,2336,transition_window,current,,0.85,recalibrated,0.688510986328125,0.756,0.7799317321777344,0.73
