method,seed,checkpoint_update,state_label,resolution,sigma_G,policy,direction,amplitude,sign,train_probe_ce,train_probe_acc,test_probe_ce,test_probe_acc
resolution_max_b1_gaussian_conv,3,1173,after,16,0.85,recalibrated,6,0.05,-1,1.0560744018554689,0.625,1.114879150390625,0.587
resolution_max_b1_gaussian_conv,3,1173,after,16,0.85,recalibrated,6,0.1,1,1.0946417236328125,0.606,1.14280908203125,0.584
resolution_max_b1_gaussian_conv,3,1173,after,16,0.85,recalibrated,6,0.1,-1,1.0902640380859374,0.604,1.143896728515625,0.58
resolution_max_b1_gaussian_conv,3,1173,after,16,0.85,recalibrated,6,0.2,1,1.261399169921875,0.548,1.29273291015625,0.523
resolution_max_b1_gaussian_conv,3,1173,after,16,0.85,recalibrated,6,0.2,-1,1.2119238891601563,0.573,1.2447229614257813,0.543
resolution_max_b1_gaussian_conv,3,1173,after,16,0.85,recalibrated,6,0.25,1,1.37809326171875,0.51,1.4084798583984375,0.478
resolution_max_b1_gaussian_conv,3,1173,after,16,0.85,recalibrated,6,0.25,-1,1.2943734130859375,0.547,1.3181483154296876,0.512
resolution_max_b1_gaussian_conv,3,1173,final,32,0.0,recalibrated,6,0.025,1,1.7499051513671875,0.363,1.7629151000976562,0.343
resolution_max_b1_gaussian_conv,3,1173,final,32,0.0,recalibrated,6,0.025,-1,1.7499126586914062,0.365,1.7614915771484374,0.34
resolution_max_b1_gaussian_conv,3,1173,final,32,0.0,recalibrated,6,0.05,1,1.7571217041015625,0.36,1.769808349609375,0.344
resolution_max_b1_gaussian_conv,3,1173,final,32,0.0,recalibrated,6,0.05,-1,1.755126708984375,0.356,1.7660187377929688,0.33
resolution_max_b1_gaussian_conv,3,1173,final,32,0.0,recalibrated,6,0.1,1,1.784070556640625,0.36,1.801421875,0.346
resolution_max_b1_gaussian_conv,3,1173,final,32,0.0,recalibrated,6,0.1,-1,1.7756171264648437,0.347,1.7834254150390625,0.319
resolution_max_b1_gaussian_conv,3,1173,final,32,0.0,recalibrated,6,0.2,1,1.8850504760742188,0.313,1.9114589233398438,0.3
resolution_max_b1_gaussian_conv,3,1173,final,32,0.0,recalibrated,6,0.2,-1,1.8485220336914063,0.31,1.8467327880859374,0.309
resolution_max_b1_gaussian_conv,3,1173,final,32,0.0,recalibrated,6,0.25,1,1.9546758422851562,0.271,1.981603759765625,0.26
resolution_max_b1_gaussian_conv,3,1173,final,32,0.0,recalibrated,6,0.25,-1,1.8938632202148438,0.3,1.8872675170898439,0.289
resolution_max_b1_gaussian_conv,3,1173,before,16,1.0,recalibrated,7,0.025,1,0.9913128051757812,0.636,1.063734375,0.616
resolution_max_b1_gaussian_conv,3,1173,before,16,1.0,recalibrated,7,0.025,-1,0.9766062316894532,0.65,1.0529952087402343,0.619
resolution_max_b1_gaussian_conv,3,1173,before,16,1.0,recalibrated,7,0.05,1,1.0142000122070312,0.634,1.084567901611328,0.606
resolution_max_b1_gaussian_conv,3,1173,before,16,1.0,recalibrated,7,0.05,-1,0.9874593200683593,0.644,1.0624263305664063,0.609
resolution_max_b1_gaussian_conv,3,1173,before,16,1.0,recalibrated,7,0.1,1,1.097636474609375,0.605,1.1618717651367187,0.577
resolution_max_b1_gaussian_conv,3,1173,before,16,1.0,recalibrated,7,0.1,-1,1.044885498046875,0.623,1.1050087890625,0.597
resolution_max_b1_gaussian_conv,3,1173,before,16,1.0,recalibrated,7,0.2,1,1.397225341796875,0.49,1.4457523193359374,0.499
resolution_max_b1_gaussian_conv,3,1173,before,16,1.0,recalibrated,7,0.2,-1,1.258581787109375,0.555,1.2729912109375,0.542
resolution_max_b1_gaussian_conv,3,1173,before,16,1.0,recalibrated,7,0.25,1,1.5653805541992187,0.442,1.5984673461914063,0.431
resolution_max_b1_gaussian_conv,3,1173,before,16,1.0,recalibrated,7,0.25,-1,1.3794268798828124,0.513,1.374414794921875,0.52
resolution_max_b1_gaussian_conv,3,1173,after,16,0.85,recalibrated,7,0.025,1,1.0516162109375,0.628,1.112345947265625,0.596
resolution_max_b1_gaussian_conv,3,1173,after,16,0.85,recalibrated,7,0.025,-1,1.0437455444335937,0.631,1.1051263427734375,0.601
resolution_max_b1_gaussian_conv,3,1173,after,16,0.85,recalibrated,7,0.05,1,1.0687391967773439,0.615,1.1301898803710937,0.589
resolution_max_b1_gaussian_conv,3,1173,after,16,0.85,recalibrated,7,0.05,-1,1.0538134765625,0.616,1.1133651123046875,0.599
resolution_max_b1_gaussian_conv,3,1173,after,16,0.85,recalibrated,7,0.1,1,1.1347411499023436,0.583,1.19210009765625,0.569
resolution_max_b1_gaussian_conv,3,1173,after,16,0.85,recalibrated,7,0.1,-1,1.0984397583007812,0.606,1.1507268676757811,0.587
resolution_max_b1_gaussian_conv,3,1173,after,16,0.85,recalibrated,7,0.2,1,1.3693068237304689,0.496,1.4180462036132813,0.482
resolution_max_b1_gaussian_conv,3,1173,after,16,0.85,recalibrated,7,0.2,-1,1.260529296875,0.538,1.288055908203125,0.534
resolution_max_b1_gaussian_conv,3,1173,after,16,0.85,recalibrated,7,0.25,1,1.5110462646484375,0.444,1.5503882446289063,0.423
resolution_max_b1_gaussian_conv,3,1173,after,16,0.85,recalibrated,7,0.25,-1,1.358177490234375,0.499,1.37251416015625,0.504
resolution_max_b1_gaussian_conv,3,1173,final,32,0.0,recalibrated,7,0.025,1,1.7527138671875,0.37,1.7649093017578126,0.334
resolution_max_b1_gaussian_conv,3,1173,final,32,0.0,recalibrated,7,0.025,-1,1.7472382202148438,0.37,1.760259521484375,0.347
resolution_max_b1_gaussian_conv,3,1173,final,32,0.0,recalibrated,7,0.05,1,1.7622577514648436,0.359,1.77361669921875,0.34
resolution_max_b1_gaussian_conv,3,1173,final,32,0.0,recalibrated,7,0.05,-1,1.752717529296875,0.364,1.7643259887695313,0.353
resolution_max_b1_gaussian_conv,3,1173,final,32,0.0,recalibrated,7,0.1,1,1.79487255859375,0.33,1.810005126953125,0.319
resolution_max_b1_gaussian_conv,3,1173,final,32,0.0,recalibrated,7,0.1,-1,1.779524169921875,0.354,1.786038818359375,0.35
resolution_max_b1_gaussian_conv,3,1173,final,32,0.0,recalibrated,7,0.2,1,1.908090576171875,0.279,1.9225985107421875,0.27
resolution_max_b1_gaussian_conv,3,1173,final,32,0.0,recalibrated,7,0.2,-1,1.8693129272460938,0.318,1.8644522705078126,0.309
resolution_max_b1_gaussian_conv,3,1173,final,32,0.0,recalibrated,7,0.25,1,1.9757505493164063,0.236,1.9863507080078124,0.237
resolution_max_b1_gaussian_conv,3,1173,final,32,0.0,recalibrated,7,0.25,-1,1.9222957763671875,0.3,1.90928662109375,0.301
resolution_max_b1_gaussian_conv,3,1173,before,16,1.0,recalibrated,8,0.025,1,0.9770216979980468,0.646,1.0550064697265624,0.616
resolution_max_b1_gaussian_conv,3,1173,before,16,1.0,recalibrated,8,0.025,-1,0.9892088623046875,0.645,1.0612130737304688,0.61
resolution_max_b1_gaussian_conv,3,1173,before,16,1.0,recalibrated,8,0.05,1,0.98592041015625,0.635,1.0655714416503905,0.602
resolution_max_b1_gaussian_conv,3,1173,before,16,1.0,recalibrated,8,0.05,-1,1.008475799560547,0.641,1.0780457763671876,0.609
resolution_max_b1_gaussian_conv,3,1173,before,16,1.0,recalibrated,8,0.1,1,1.0336941528320311,0.62,1.1144686889648439,0.589
resolution_max_b1_gaussian_conv,3,1173,before,16,1.0,recalibrated,8,0.1,-1,1.0750455932617187,0.625,1.1358390502929687,0.591
resolution_max_b1_gaussian_conv,3,1173,before,16,1.0,recalibrated,8,0.2,1,1.28314697265625,0.542,1.368117431640625,0.512
resolution_max_b1_gaussian_conv,3,1173,before,16,1.0,recalibrated,8,0.2,-1,1.3214190673828126,0.534,1.32562939453125,0.531
resolution_max_b1_gaussian_conv,3,1173,before,16,1.0,recalibrated,8,0.25,1,1.4544503784179688,0.487,1.535519775390625,0.46
resolution_max_b1_gaussian_conv,3,1173,before,16,1.0,recalibrated,8,0.25,-1,1.4722286987304687,0.48,1.4463138427734374,0.498
resolution_max_b1_gaussian_conv,3,1173,after,16,0.85,recalibrated,8,0.025,1,1.0425384521484375,0.624,1.103831298828125,0.606
resolution_max_b1_gaussian_conv,3,1173,after,16,0.85,recalibrated,8,0.025,-1,1.051012939453125,0.632,1.1117742309570313,0.593
resolution_max_b1_gaussian_conv,3,1173,after,16,0.85,recalibrated,8,0.05,1,1.0514215087890626,0.614,1.1113277587890624,0.601
resolution_max_b1_gaussian_conv,3,1173,after,16,0.85,recalibrated,8,0.05,-1,1.0672070922851562,0.619,1.1272428588867187,0.592
resolution_max_b1_gaussian_conv,3,1173,after,16,0.85,recalibrated,8,0.1,1,1.0916998901367188,0.604,1.1464979248046876,0.596
resolution_max_b1_gaussian_conv,3,1173,after,16,0.85,recalibrated,8,0.1,-1,1.1203060913085938,0.602,1.1756473388671875,0.575
resolution_max_b1_gaussian_conv,3,1173,after,16,0.85,recalibrated,8,0.2,1,1.2747315673828126,0.547,1.325882568359375,0.526
resolution_max_b1_gaussian_conv,3,1173,after,16,0.85,recalibrated,8,0.2,-1,1.295119873046875,0.512,1.3304690551757812,0.504
resolution_max_b1_gaussian_conv,3,1173,after,16,0.85,recalibrated,8,0.25,1,1.4009503173828124,0.501,1.4596434326171874,0.469
resolution_max_b1_gaussian_conv,3,1173,after,16,0.85,recalibrated,8,0.25,-1,1.4071402587890625,0.479,1.429480712890625,0.475
resolution_max_b1_gaussian_conv,3,1173,final,32,0.0,recalibrated,8,0.025,1,1.7508229370117188,0.368,1.7628119506835938,0.342
resolution_max_b1_gaussian_conv,3,1173,final,32,0.0,recalibrated,8,0.025,-1,1.7493032836914062,0.355,1.7629228515625,0.336
resolution_max_b1_gaussian_conv,3,1173,final,32,0.0,recalibrated,8,0.05,1,1.7590809936523437,0.371,1.7704118041992187,0.346
resolution_max_b1_gaussian_conv,3,1173,final,32,0.0,recalibrated,8,0.05,-1,1.757450927734375,0.354,1.76899462890625,0.337
resolution_max_b1_gaussian_conv,3,1173,final,32,0.0,recalibrated,8,0.1,1,1.7849296875,0.364,1.79509423828125,0.337
resolution_max_b1_gaussian_conv,3,1173,final,32,0.0,recalibrated,8,0.1,-1,1.7856611938476563,0.339,1.7931278076171875,0.326
resolution_max_b1_gaussian_conv,3,1173,final,32,0.0,recalibrated,8,0.2,1,1.8674547119140625,0.331,1.886281494140625,0.28
resolution_max_b1_gaussian_conv,3,1173,final,32,0.0,recalibrated,8,0.2,-1,1.8774946899414062,0.286,1.8821851806640626,0.28
resolution_max_b1_gaussian_conv,3,1173,final,32,0.0,recalibrated,8,0.25,1,1.920594970703125,0.3,1.9387623291015625,0.271
resolution_max_b1_gaussian_conv,3,1173,final,32,0.0,recalibrated,8,0.25,-1,1.9393497314453125,0.267,1.9421046142578124,0.253
resolution_max_b1_gaussian_conv,3,1173,before,16,1.0,recalibrated,9,0.025,1,0.9798727722167969,0.646,1.058771728515625,0.614
resolution_max_b1_gaussian_conv,3,1173,before,16,1.0,recalibrated,9,0.025,-1,0.9860237121582032,0.65,1.0556239624023438,0.619
resolution_max_b1_gaussian_conv,3,1173,before,16,1.0,recalibrated,9,0.05,1,0.9908685607910156,0.646,1.071532257080078,0.607
resolution_max_b1_gaussian_conv,3,1173,before,16,1.0,recalibrated,9,0.05,-1,1.0007167053222656,0.639,1.0668775329589844,0.614
resolution_max_b1_gaussian_conv,3,1173,before,16,1.0,recalibrated,9,0.1,1,1.0399996948242187,0.619,1.127117431640625,0.6
resolution_max_b1_gaussian_conv,3,1173,before,16,1.0,recalibrated,9,0.1,-1,1.0608834838867187,0.618,1.11588671875,0.597
resolution_max_b1_gaussian_conv,3,1173,before,16,1.0,recalibrated,9,0.2,1,1.2650284423828124,0.543,1.3672113647460937,0.53
resolution_max_b1_gaussian_conv,3,1173,before,16,1.0,recalibrated,9,0.2,-1,1.2990482788085937,0.53,1.3100642700195313,0.539
resolution_max_b1_gaussian_conv,3,1173,before,16,1.0,recalibrated,9,0.25,1,1.4156798095703125,0.477,1.52042333984375,0.484
resolution_max_b1_gaussian_conv,3,1173,before,16,1.0,recalibrated,9,0.25,-1,1.4613530883789063,0.484,1.4376273803710937,0.496
resolution_max_b1_gaussian_conv,3,1173,after,16,0.85,recalibrated,9,0.025,1,1.0453019409179687,0.635,1.108546875,0.593
resolution_max_b1_gaussian_conv,3,1173,after,16,0.85,recalibrated,9,0.025,-1,1.0477474365234376,0.625,1.10723779296875,0.591
resolution_max_b1_gaussian_conv,3,1173,after,16,0.85,recalibrated,9,0.05,1,1.0550625,0.622,1.1180164794921874,0.592
resolution_max_b1_gaussian_conv,3,1173,after,16,0.85,recalibrated,9,0.05,-1,1.0596633911132813,0.621,1.117463623046875,0.59
resolution_max_b1_gaussian_conv,3,1173,after,16,0.85,recalibrated,9,0.1,1,1.0982037963867188,0.609,1.1575157470703126,0.576
resolution_max_b1_gaussian_conv,3,1173,after,16,0.85,recalibrated,9,0.1,-1,1.108084716796875,0.615,1.1588170776367188,0.574
resolution_max_b1_gaussian_conv,3,1173,after,16,0.85,recalibrated,9,0.2,1,1.2694237060546876,0.538,1.330380126953125,0.532
resolution_max_b1_gaussian_conv,3,1173,after,16,0.85,recalibrated,9,0.2,-1,1.2955781860351563,0.525,1.3178043823242187,0.53
resolution_max_b1_gaussian_conv,3,1173,after,16,0.85,recalibrated,9,0.25,1,1.3845533447265626,0.491,1.4476716918945312,0.499
resolution_max_b1_gaussian_conv,3,1173,after,16,0.85,recalibrated,9,0.25,-1,1.4183712768554688,0.479,1.418048095703125,0.479
resolution_max_b1_gaussian_conv,3,1173,final,32,0.0,recalibrated,9,0.025,1,1.7560375366210939,0.364,1.7689313354492187,0.34
resolution_max_b1_gaussian_conv,3,1173,final,32,0.0,recalibrated,9,0.025,-1,1.7442342529296875,0.368,1.7575125122070312,0.346
resolution_max_b1_gaussian_conv,3,1173,final,32,0.0,recalibrated,9,0.05,1,1.7702684936523438,0.367,1.782118896484375,0.331
resolution_max_b1_gaussian_conv,3,1173,final,32,0.0,recalibrated,9,0.05,-1,1.7475595703125,0.365,1.76022314453125,0.335
resolution_max_b1_gaussian_conv,3,1173,final,32,0.0,recalibrated,9,0.1,1,1.815036376953125,0.351,1.8272123413085937,0.327
resolution_max_b1_gaussian_conv,3,1173,final,32,0.0,recalibrated,9,0.1,-1,1.7685018310546874,0.346,1.7776724853515624,0.339
resolution_max_b1_gaussian_conv,3,1173,final,32,0.0,recalibrated,9,0.2,1,1.9427481689453125,0.305,1.9588916015625,0.281
resolution_max_b1_gaussian_conv,3,1173,final,32,0.0,recalibrated,9,0.2,-1,1.8526495361328126,0.293,1.8497920532226562,0.289
resolution_max_b1_gaussian_conv,3,1173,final,32,0.0,recalibrated,9,0.25,1,2.0074700927734375,0.259,2.024284851074219,0.247
resolution_max_b1_gaussian_conv,3,1173,final,32,0.0,recalibrated,9,0.25,-1,1.9076558227539062,0.255,1.8972817993164062,0.257
resolution_max_b1_gaussian_conv,3,8211,before,32,0.3,saved,,0.0,0,0.36398092651367187,0.883,0.5399368286132813,0.815
resolution_max_b1_gaussian_conv,3,8211,before,32,0.3,recalibrated,,0.0,0,0.36178375244140626,0.877,0.542118896484375,0.821
resolution_max_b1_gaussian_conv,3,8211,before,32,0.3,recalibrated,0,0.025,1,0.37507852172851563,0.886,0.5569997253417969,0.815
resolution_max_b1_gaussian_conv,3,8211,before,32,0.3,recalibrated,0,0.025,-1,0.3798553466796875,0.877,0.5409057922363282,0.823
resolution_max_b1_gaussian_conv,3,8211,before,32,0.3,recalibrated,0,0.05,1,0.40969593811035154,0.877,0.5895775451660156,0.801
resolution_max_b1_gaussian_conv,3,8211,before,32,0.3,recalibrated,0,0.05,-1,0.4400260314941406,0.851,0.59088671875,0.811
resolution_max_b1_gaussian_conv,3,8211,before,32,0.3,recalibrated,0,0.1,1,0.5163822631835937,0.832,0.7019695434570312,0.764
resolution_max_b1_gaussian_conv,3,8211,before,32,0.3,recalibrated,0,0.1,-1,0.6579683837890625,0.773,0.7965518493652344,0.745
resolution_max_b1_gaussian_conv,3,8211,before,32,0.3,recalibrated,0,0.2,1,0.8793974304199219,0.715,1.0685433349609375,0.654
resolution_max_b1_gaussian_conv,3,8211,before,32,0.3,recalibrated,0,0.2,-1,1.2237149658203126,0.606,1.2932523803710938,0.602
resolution_max_b1_gaussian_conv,3,8211,before,32,0.3,recalibrated,0,0.25,1,1.1362088012695313,0.636,1.3051370239257813,0.587
resolution_max_b1_gaussian_conv,3,8211,before,32,0.3,recalibrated,0,0.25,-1,1.5415010986328126,0.528,1.5634892578125,0.529
resolution_max_b1_gaussian_conv,3,8211,after,32,0.0,saved,,0.0,0,0.3659637298583984,0.881,0.5437384338378907,0.822
resolution_max_b1_gaussian_conv,3,8211,after,32,0.0,recalibrated,,0.0,0,0.3664467468261719,0.879,0.5446912536621094,0.822
resolution_max_b1_gaussian_conv,3,8211,after,32,0.0,recalibrated,0,0.025,1,0.37934146118164064,0.884,0.5589729614257812,0.814
resolution_max_b1_gaussian_conv,3,8211,after,32,0.0,recalibrated,0,0.025,-1,0.3843404388427734,0.877,0.5433082885742188,0.821
resolution_max_b1_gaussian_conv,3,8211,after,32,0.0,recalibrated,0,0.05,1,0.4131466369628906,0.876,0.5910587768554687,0.798
resolution_max_b1_gaussian_conv,3,8211,after,32,0.0,recalibrated,0,0.05,-1,0.44322772216796874,0.851,0.5920239868164062,0.806
resolution_max_b1_gaussian_conv,3,8211,after,32,0.0,recalibrated,0,0.1,1,0.5173114624023437,0.834,0.7012040405273438,0.766
resolution_max_b1_gaussian_conv,3,8211,after,32,0.0,recalibrated,0,0.1,-1,0.6587630920410156,0.774,0.7933219909667969,0.745
resolution_max_b1_gaussian_conv,3,8211,after,32,0.0,recalibrated,0,0.2,1,0.8725357666015625,0.713,1.0562318115234375,0.651
resolution_max_b1_gaussian_conv,3,8211,after,32,0.0,recalibrated,0,0.2,-1,1.21254052734375,0.605,1.2787881469726563,0.598
resolution_max_b1_gaussian_conv,3,8211,after,32,0.0,recalibrated,0,0.25,1,1.1247005615234376,0.632,1.2877166748046875,0.582
resolution_max_b1_gaussian_conv,3,8211,after,32,0.0,recalibrated,0,0.25,-1,1.5226642456054686,0.531,1.541956298828125,0.529
resolution_max_b1_gaussian_conv,3,8211,before,32,0.3,recalibrated,1,0.025,1,0.37160861206054685,0.873,0.5399447174072266,0.816
resolution_max_b1_gaussian_conv,3,8211,before,32,0.3,recalibrated,1,0.025,-1,0.36641015625,0.88,0.5526133422851562,0.819
resolution_max_b1_gaussian_conv,3,8211,before,32,0.3,recalibrated,1,0.05,1,0.3971954040527344,0.863,0.54896337890625,0.816
resolution_max_b1_gaussian_conv,3,8211,before,32,0.3,recalibrated,1,0.05,-1,0.38412326049804685,0.872,0.5705495300292969,0.809
resolution_max_b1_gaussian_conv,3,8211,before,32,0.3,recalibrated,1,0.1,1,0.5028624267578125,0.82,0.6150789794921875,0.792
resolution_max_b1_gaussian_conv,3,8211,before,32,0.3,recalibrated,1,0.1,-1,0.4470888671875,0.854,0.6277005004882813,0.782
resolution_max_b1_gaussian_conv,3,8211,before,32,0.3,recalibrated,1,0.2,1,0.898732177734375,0.706,0.9744264831542969,0.677
resolution_max_b1_gaussian_conv,3,8211,before,32,0.3,recalibrated,1,0.2,-1,0.6966173095703125,0.756,0.8497874145507812,0.709
resolution_max_b1_gaussian_conv,3,8211,before,32,0.3,recalibrated,1,0.25,1,1.152992919921875,0.628,1.20601220703125,0.588
resolution_max_b1_gaussian_conv,3,8211,before,32,0.3,recalibrated,1,0.25,-1,0.9128685607910156,0.692,1.0456141357421875,0.642
resolution_max_b1_gaussian_conv,3,8211,after,32,0.0,recalibrated,1,0.025,1,0.3760248565673828,0.876,0.5425079345703125,0.812
resolution_max_b1_gaussian_conv,3,8211,after,32,0.0,recalibrated,1,0.025,-1,0.37088702392578127,0.878,0.5554893188476563,0.816
resolution_max_b1_gaussian_conv,3,8211,after,32,0.0,recalibrated,1,0.05,1,0.40112937927246095,0.865,0.5514735260009765,0.816
resolution_max_b1_gaussian_conv,3,8211,after,32,0.0,recalibrated,1,0.05,-1,0.3883048400878906,0.868,0.573541015625,0.811
resolution_max_b1_gaussian_conv,3,8211,after,32,0.0,recalibrated,1,0.1,1,0.5059017486572266,0.821,0.6165966796875,0.796
resolution_max_b1_gaussian_conv,3,8211,after,32,0.0,recalibrated,1,0.1,-1,0.4516686553955078,0.851,0.6296382141113281,0.78
resolution_max_b1_gaussian_conv,3,8211,after,32,0.0,recalibrated,1,0.2,1,0.8971182556152344,0.708,0.9710088195800781,0.676
resolution_max_b1_gaussian_conv,3,8211,after,32,0.0,recalibrated,1,0.2,-1,0.7000056457519531,0.759,0.8484952392578125,0.71
resolution_max_b1_gaussian_conv,3,8211,after,32,0.0,recalibrated,1,0.25,1,1.1496868896484376,0.632,1.1993271484375,0.584
resolution_max_b1_gaussian_conv,3,8211,after,32,0.0,recalibrated,1,0.25,-1,0.9130200805664063,0.698,1.0403013916015624,0.64
resolution_max_b1_gaussian_conv,3,8211,before,32,0.3,recalibrated,2,0.025,1,0.36720301818847656,0.876,0.5484101867675781,0.821
resolution_max_b1_gaussian_conv,3,8211,before,32,0.3,recalibrated,2,0.025,-1,0.3693970031738281,0.878,0.5440414123535157,0.817
resolution_max_b1_gaussian_conv,3,8211,before,32,0.3,recalibrated,2,0.05,1,0.3867637939453125,0.87,0.5622239074707032,0.817
resolution_max_b1_gaussian_conv,3,8211,before,32,0.3,recalibrated,2,0.05,-1,0.38972079467773435,0.871,0.5545362243652344,0.808
resolution_max_b1_gaussian_conv,3,8211,before,32,0.3,recalibrated,2,0.1,1,0.46136700439453127,0.835,0.6256118469238281,0.789
resolution_max_b1_gaussian_conv,3,8211,before,32,0.3,recalibrated,2,0.1,-1,0.46306094360351563,0.841,0.6117291259765625,0.787
resolution_max_b1_gaussian_conv,3,8211,before,32,0.3,recalibrated,2,0.2,1,0.8087112426757812,0.727,0.9427537841796875,0.682
resolution_max_b1_gaussian_conv,3,8211,before,32,0.3,recalibrated,2,0.2,-1,0.729770263671875,0.752,0.8611856994628906,0.7
resolution_max_b1_gaussian_conv,3,8211,before,32,0.3,recalibrated,2,0.25,1,1.0715108642578124,0.65,1.1903074340820312,0.626
resolution_max_b1_gaussian_conv,3,8211,before,32,0.3,recalibrated,2,0.25,-1,0.9158154296875,0.708,1.0457579345703125,0.643
resolution_max_b1_gaussian_conv,3,8211,after,32,0.0,recalibrated,2,0.025,1,0.3718773193359375,0.876,0.5509904327392579,0.819
resolution_max_b1_gaussian_conv,3,8211,after,32,0.0,recalibrated,2,0.025,-1,0.37423635864257815,0.878,0.5471543121337891,0.814
resolution_max_b1_gaussian_conv,3,8211,after,32,0.0,recalibrated,2,0.05,1,0.3916627502441406,0.875,0.5644411315917969,0.819
resolution_max_b1_gaussian_conv,3,8211,after,32,0.0,recalibrated,2,0.05,-1,0.3941761016845703,0.866,0.5572236938476562,0.807
