method,seed,policy,direction,amplitude,sign,train_probe_ce,train_probe_acc,test_probe_ce,test_probe_acc
resolution_max_b1_gaussian_conv,4,saved,3,0.05,-1,0.4635248565673828,0.834,0.6408619689941406,0.786
resolution_max_b1_gaussian_conv,4,recalibrated,3,0.05,-1,0.3471103820800781,0.878,0.5257677612304688,0.829
resolution_max_b1_gaussian_conv,4,saved,3,0.1,1,0.8492635803222657,0.73,0.9991032409667969,0.687
resolution_max_b1_gaussian_conv,4,recalibrated,3,0.1,1,0.42807760620117186,0.851,0.6055777893066406,0.796
resolution_max_b1_gaussian_conv,4,saved,3,0.1,-1,0.9555538330078125,0.69,1.092666015625,0.637
resolution_max_b1_gaussian_conv,4,recalibrated,3,0.1,-1,0.4579454803466797,0.846,0.6049231872558594,0.812
resolution_max_b1_gaussian_conv,4,saved,3,0.2,1,3.2670379638671876,0.377,3.25106201171875,0.386
resolution_max_b1_gaussian_conv,4,recalibrated,3,0.2,1,0.7315694580078125,0.747,0.9055672607421875,0.707
resolution_max_b1_gaussian_conv,4,saved,3,0.2,-1,3.612560546875,0.276,3.6082135009765626,0.288
resolution_max_b1_gaussian_conv,4,recalibrated,3,0.2,-1,0.7989926452636719,0.744,0.8851004638671875,0.698
resolution_max_b1_gaussian_conv,4,saved,3,0.25,1,4.871201171875,0.291,4.766372802734375,0.301
resolution_max_b1_gaussian_conv,4,recalibrated,3,0.25,1,0.9517940673828125,0.692,1.11569189453125,0.641
resolution_max_b1_gaussian_conv,4,saved,3,0.25,-1,6.28653466796875,0.152,6.198033447265625,0.157
resolution_max_b1_gaussian_conv,4,recalibrated,3,0.25,-1,1.0255990600585938,0.668,1.0866307983398438,0.632
resolution_max_b1_gaussian_conv,4,saved,4,0.025,1,0.31208297729492185,0.898,0.5076845703125,0.832
resolution_max_b1_gaussian_conv,4,recalibrated,4,0.025,1,0.3031312255859375,0.907,0.5017445526123047,0.835
resolution_max_b1_gaussian_conv,4,saved,4,0.025,-1,0.31942147827148437,0.899,0.5233832244873047,0.822
resolution_max_b1_gaussian_conv,4,recalibrated,4,0.025,-1,0.30204966735839844,0.904,0.5052501525878906,0.829
resolution_max_b1_gaussian_conv,4,saved,4,0.05,1,0.3640575714111328,0.882,0.5448162841796875,0.812
resolution_max_b1_gaussian_conv,4,recalibrated,4,0.05,1,0.3238553009033203,0.9,0.5137090148925781,0.829
resolution_max_b1_gaussian_conv,4,saved,4,0.05,-1,0.3795914611816406,0.874,0.57442626953125,0.817
resolution_max_b1_gaussian_conv,4,recalibrated,4,0.05,-1,0.3229835205078125,0.895,0.5161267852783203,0.826
resolution_max_b1_gaussian_conv,4,saved,4,0.1,1,0.5885700988769531,0.803,0.7451429138183594,0.749
resolution_max_b1_gaussian_conv,4,recalibrated,4,0.1,1,0.4025730590820312,0.863,0.5734167785644532,0.803
resolution_max_b1_gaussian_conv,4,saved,4,0.1,-1,0.6331536865234375,0.781,0.7921088562011719,0.724
resolution_max_b1_gaussian_conv,4,recalibrated,4,0.1,-1,0.39412043762207033,0.862,0.566823486328125,0.809
resolution_max_b1_gaussian_conv,4,saved,4,0.2,1,2.3258310546875,0.409,2.3535517578125,0.414
resolution_max_b1_gaussian_conv,4,recalibrated,4,0.2,1,0.68872119140625,0.752,0.8363533630371094,0.714
resolution_max_b1_gaussian_conv,4,saved,4,0.2,-1,2.208800048828125,0.417,2.1473118896484373,0.433
resolution_max_b1_gaussian_conv,4,recalibrated,4,0.2,-1,0.6950705871582031,0.736,0.7904416198730468,0.735
resolution_max_b1_gaussian_conv,4,saved,4,0.25,1,4.281107177734375,0.244,4.254865966796875,0.25
resolution_max_b1_gaussian_conv,4,recalibrated,4,0.25,1,0.89242431640625,0.683,1.0403496398925782,0.656
resolution_max_b1_gaussian_conv,4,saved,4,0.25,-1,3.7509228515625,0.26,3.5768206787109373,0.276
resolution_max_b1_gaussian_conv,4,recalibrated,4,0.25,-1,0.9680143127441406,0.655,1.0263381958007813,0.649
resolution_max_b1_gaussian_conv,4,saved,5,0.025,1,0.3233300018310547,0.891,0.5171576690673828,0.829
resolution_max_b1_gaussian_conv,4,recalibrated,5,0.025,1,0.30360404968261717,0.907,0.5066835632324219,0.829
resolution_max_b1_gaussian_conv,4,saved,5,0.025,-1,0.3224013366699219,0.893,0.5323162841796875,0.819
resolution_max_b1_gaussian_conv,4,recalibrated,5,0.025,-1,0.3076691436767578,0.903,0.5043142700195312,0.827
resolution_max_b1_gaussian_conv,4,saved,5,0.05,1,0.3969158172607422,0.856,0.5783079833984375,0.813
resolution_max_b1_gaussian_conv,4,recalibrated,5,0.05,1,0.32972035217285156,0.892,0.5317214660644531,0.817
resolution_max_b1_gaussian_conv,4,saved,5,0.05,-1,0.4042609558105469,0.864,0.6118179321289062,0.791
resolution_max_b1_gaussian_conv,4,recalibrated,5,0.05,-1,0.3376173858642578,0.887,0.5215769805908204,0.822
resolution_max_b1_gaussian_conv,4,saved,5,0.1,1,0.6997077026367188,0.77,0.8344888610839843,0.74
resolution_max_b1_gaussian_conv,4,recalibrated,5,0.1,1,0.42753936767578127,0.86,0.6123130187988282,0.793
resolution_max_b1_gaussian_conv,4,saved,5,0.1,-1,0.7920368957519531,0.735,0.9726983947753907,0.686
resolution_max_b1_gaussian_conv,4,recalibrated,5,0.1,-1,0.43614433288574217,0.845,0.5916968688964844,0.8
resolution_max_b1_gaussian_conv,4,saved,5,0.2,1,2.237249267578125,0.519,2.2441846923828126,0.496
resolution_max_b1_gaussian_conv,4,recalibrated,5,0.2,1,0.7492346801757812,0.748,0.8703828735351562,0.716
resolution_max_b1_gaussian_conv,4,saved,5,0.2,-1,3.755223388671875,0.269,3.740236328125,0.276
resolution_max_b1_gaussian_conv,4,recalibrated,5,0.2,-1,0.7392852783203125,0.741,0.8379254455566406,0.72
resolution_max_b1_gaussian_conv,4,saved,5,0.25,1,3.9025419921875,0.337,3.890958740234375,0.319
resolution_max_b1_gaussian_conv,4,recalibrated,5,0.25,1,0.9960037536621094,0.669,1.0865577392578125,0.638
resolution_max_b1_gaussian_conv,4,saved,5,0.25,-1,7.010016357421875,0.162,6.830037841796875,0.172
resolution_max_b1_gaussian_conv,4,recalibrated,5,0.25,-1,0.9451657104492187,0.675,1.032650390625,0.645
resolution_max_b1_gaussian_conv,4,saved,6,0.025,1,0.32147013854980466,0.895,0.5272437133789063,0.831
resolution_max_b1_gaussian_conv,4,recalibrated,6,0.025,1,0.2985673828125,0.902,0.5009779510498047,0.836
resolution_max_b1_gaussian_conv,4,saved,6,0.025,-1,0.3204315490722656,0.897,0.5235768432617187,0.818
resolution_max_b1_gaussian_conv,4,recalibrated,6,0.025,-1,0.30389149475097654,0.904,0.5058744354248047,0.826
resolution_max_b1_gaussian_conv,4,saved,6,0.05,1,0.3999033660888672,0.861,0.6157424926757813,0.797
resolution_max_b1_gaussian_conv,4,recalibrated,6,0.05,1,0.31296630859375,0.899,0.5121599273681641,0.828
resolution_max_b1_gaussian_conv,4,saved,6,0.05,-1,0.38735037231445313,0.866,0.5847232360839844,0.801
resolution_max_b1_gaussian_conv,4,recalibrated,6,0.05,-1,0.32518389892578126,0.899,0.5198573913574219,0.813
resolution_max_b1_gaussian_conv,4,saved,6,0.1,1,0.7847299499511718,0.737,1.0253865966796876,0.681
resolution_max_b1_gaussian_conv,4,recalibrated,6,0.1,1,0.36873516845703125,0.876,0.5603582611083985,0.81
resolution_max_b1_gaussian_conv,4,saved,6,0.1,-1,0.6433184509277343,0.761,0.8388302612304688,0.739
resolution_max_b1_gaussian_conv,4,recalibrated,6,0.1,-1,0.4011109924316406,0.865,0.573780029296875,0.809
resolution_max_b1_gaussian_conv,4,saved,6,0.2,1,2.7916605224609374,0.443,2.998127197265625,0.415
resolution_max_b1_gaussian_conv,4,recalibrated,6,0.2,1,0.5849373779296875,0.796,0.7314452514648437,0.747
resolution_max_b1_gaussian_conv,4,saved,6,0.2,-1,1.6621187744140624,0.526,1.9078587036132812,0.479
resolution_max_b1_gaussian_conv,4,recalibrated,6,0.2,-1,0.7098482666015625,0.738,0.7820398864746094,0.753
resolution_max_b1_gaussian_conv,4,saved,6,0.25,1,4.3950966796875,0.336,4.565413818359375,0.315
resolution_max_b1_gaussian_conv,4,recalibrated,6,0.25,1,0.7499095764160156,0.744,0.8652400817871094,0.702
resolution_max_b1_gaussian_conv,4,saved,6,0.25,-1,2.3718988037109376,0.402,2.631899658203125,0.37
resolution_max_b1_gaussian_conv,4,recalibrated,6,0.25,-1,0.9412501220703124,0.67,0.9575543823242187,0.681
resolution_max_b1_gaussian_conv,4,saved,7,0.025,1,0.32344338989257815,0.898,0.5262370452880859,0.822
resolution_max_b1_gaussian_conv,4,recalibrated,7,0.025,1,0.30892941284179687,0.907,0.5046766357421875,0.829
resolution_max_b1_gaussian_conv,4,saved,7,0.025,-1,0.32295843505859373,0.891,0.5210185241699219,0.825
resolution_max_b1_gaussian_conv,4,recalibrated,7,0.025,-1,0.30737287902832033,0.9,0.5112906799316407,0.826
resolution_max_b1_gaussian_conv,4,saved,7,0.05,1,0.4048623046875,0.859,0.5989541625976562,0.799
resolution_max_b1_gaussian_conv,4,recalibrated,7,0.05,1,0.3494712829589844,0.889,0.5295875091552734,0.824
resolution_max_b1_gaussian_conv,4,saved,7,0.05,-1,0.39323446655273436,0.858,0.5806011962890625,0.817
resolution_max_b1_gaussian_conv,4,recalibrated,7,0.05,-1,0.3384021453857422,0.88,0.53777099609375,0.823
resolution_max_b1_gaussian_conv,4,saved,7,0.1,1,0.753392333984375,0.742,0.8942716979980468,0.707
resolution_max_b1_gaussian_conv,4,recalibrated,7,0.1,1,0.5122308654785156,0.822,0.6529553833007813,0.779
resolution_max_b1_gaussian_conv,4,saved,7,0.1,-1,0.69103369140625,0.77,0.8631863098144531,0.727
resolution_max_b1_gaussian_conv,4,recalibrated,7,0.1,-1,0.4448174591064453,0.839,0.6296560974121094,0.798
resolution_max_b1_gaussian_conv,4,saved,7,0.2,1,2.1288546142578126,0.425,2.19909326171875,0.4
resolution_max_b1_gaussian_conv,4,recalibrated,7,0.2,1,1.1146592407226563,0.651,1.2012312622070314,0.629
resolution_max_b1_gaussian_conv,4,saved,7,0.2,-1,2.2546072998046873,0.498,2.310859619140625,0.493
resolution_max_b1_gaussian_conv,4,recalibrated,7,0.2,-1,0.8447981567382813,0.705,0.9523270263671875,0.686
resolution_max_b1_gaussian_conv,4,saved,7,0.25,1,3.1247943115234373,0.298,3.219353271484375,0.26
resolution_max_b1_gaussian_conv,4,recalibrated,7,0.25,1,1.5596551513671875,0.532,1.5969609985351563,0.526
resolution_max_b1_gaussian_conv,4,saved,7,0.25,-1,3.5144757080078124,0.378,3.48778271484375,0.386
resolution_max_b1_gaussian_conv,4,recalibrated,7,0.25,-1,1.1079671630859376,0.637,1.1758792724609375,0.624
resolution_max_b1_gaussian_conv,4,saved,8,0.025,1,0.30782952880859377,0.904,0.5038541870117188,0.836
resolution_max_b1_gaussian_conv,4,recalibrated,8,0.025,1,0.29792941284179686,0.904,0.5040854187011719,0.836
resolution_max_b1_gaussian_conv,4,saved,8,0.025,-1,0.3122361907958984,0.901,0.5222975158691406,0.831
resolution_max_b1_gaussian_conv,4,recalibrated,8,0.025,-1,0.3024515838623047,0.907,0.5014372863769532,0.826
resolution_max_b1_gaussian_conv,4,saved,8,0.05,1,0.34320298767089846,0.892,0.5319807739257812,0.835
resolution_max_b1_gaussian_conv,4,recalibrated,8,0.05,1,0.30964183044433596,0.904,0.5165021209716797,0.832
resolution_max_b1_gaussian_conv,4,saved,8,0.05,-1,0.3521802062988281,0.879,0.5625039978027344,0.811
resolution_max_b1_gaussian_conv,4,recalibrated,8,0.05,-1,0.31976828002929686,0.896,0.511609375,0.824
resolution_max_b1_gaussian_conv,4,saved,8,0.1,1,0.4985587463378906,0.825,0.6769277648925781,0.78
resolution_max_b1_gaussian_conv,4,recalibrated,8,0.1,1,0.3505643615722656,0.887,0.5613775939941407,0.815
resolution_max_b1_gaussian_conv,4,saved,8,0.1,-1,0.5087063293457031,0.823,0.7063732299804687,0.764
resolution_max_b1_gaussian_conv,4,recalibrated,8,0.1,-1,0.379404052734375,0.866,0.5452037353515625,0.812
resolution_max_b1_gaussian_conv,4,saved,8,0.2,1,1.4797570190429687,0.568,1.5903939208984375,0.561
resolution_max_b1_gaussian_conv,4,recalibrated,8,0.2,1,0.5149208374023437,0.818,0.7213257751464843,0.761
resolution_max_b1_gaussian_conv,4,saved,8,0.2,-1,1.2262359008789063,0.606,1.36075537109375,0.576
resolution_max_b1_gaussian_conv,4,recalibrated,8,0.2,-1,0.5956631164550781,0.79,0.6992626037597657,0.762
resolution_max_b1_gaussian_conv,4,saved,8,0.25,1,2.5528621826171873,0.385,2.6045106201171877,0.373
resolution_max_b1_gaussian_conv,4,recalibrated,8,0.25,1,0.6507955932617188,0.772,0.8412176818847656,0.732
resolution_max_b1_gaussian_conv,4,saved,8,0.25,-1,1.8428936767578126,0.473,1.885177001953125,0.477
resolution_max_b1_gaussian_conv,4,recalibrated,8,0.25,-1,0.7667927551269531,0.741,0.8436424560546875,0.715
resolution_max_b1_gaussian_conv,4,saved,9,0.025,1,0.3183902130126953,0.899,0.5242802276611328,0.824
resolution_max_b1_gaussian_conv,4,recalibrated,9,0.025,1,0.30184455871582033,0.909,0.5047568054199219,0.831
resolution_max_b1_gaussian_conv,4,saved,9,0.025,-1,0.3212911376953125,0.899,0.5203187561035156,0.832
resolution_max_b1_gaussian_conv,4,recalibrated,9,0.025,-1,0.30740228271484377,0.907,0.5085528564453125,0.829
resolution_max_b1_gaussian_conv,4,saved,9,0.05,1,0.3862063598632812,0.869,0.58366650390625,0.803
resolution_max_b1_gaussian_conv,4,recalibrated,9,0.05,1,0.32487576293945314,0.901,0.5239678039550781,0.822
resolution_max_b1_gaussian_conv,4,saved,9,0.05,-1,0.3955729217529297,0.868,0.5841295776367188,0.811
resolution_max_b1_gaussian_conv,4,recalibrated,9,0.05,-1,0.3396090850830078,0.895,0.5307014923095703,0.821
resolution_max_b1_gaussian_conv,4,saved,9,0.1,1,0.6709658203125,0.774,0.8457821960449219,0.737
resolution_max_b1_gaussian_conv,4,recalibrated,9,0.1,1,0.41806214904785155,0.86,0.6021284484863281,0.812
resolution_max_b1_gaussian_conv,4,saved,9,0.1,-1,0.7341539306640625,0.738,0.888296142578125,0.694
resolution_max_b1_gaussian_conv,4,recalibrated,9,0.1,-1,0.44806144714355467,0.851,0.6041112365722656,0.787
resolution_max_b1_gaussian_conv,4,saved,9,0.2,1,2.283913330078125,0.447,2.4116961669921877,0.422
resolution_max_b1_gaussian_conv,4,recalibrated,9,0.2,1,0.7579742736816406,0.735,0.8759194946289063,0.71
resolution_max_b1_gaussian_conv,4,saved,9,0.2,-1,2.704350830078125,0.377,2.734574462890625,0.38
resolution_max_b1_gaussian_conv,4,recalibrated,9,0.2,-1,0.7818862609863281,0.752,0.8500831909179688,0.703
resolution_max_b1_gaussian_conv,4,saved,9,0.25,1,3.7539696044921875,0.271,3.8216505126953124,0.264
resolution_max_b1_gaussian_conv,4,recalibrated,9,0.25,1,1.0125108032226562,0.662,1.0848282470703126,0.627
resolution_max_b1_gaussian_conv,4,saved,9,0.25,-1,4.65831591796875,0.217,4.59130517578125,0.216
resolution_max_b1_gaussian_conv,4,recalibrated,9,0.25,-1,0.9948981018066406,0.696,1.0319658203125,0.649
resolution_max_b1_gaussian_conv,4,saved,10,0.025,1,0.31392539978027345,0.899,0.5157305908203125,0.824
resolution_max_b1_gaussian_conv,4,recalibrated,10,0.025,1,0.3012595825195313,0.904,0.49826951599121094,0.826
resolution_max_b1_gaussian_conv,4,saved,10,0.025,-1,0.32016763305664064,0.9,0.517788330078125,0.834
resolution_max_b1_gaussian_conv,4,recalibrated,10,0.025,-1,0.30651321411132815,0.903,0.5129369964599609,0.836
resolution_max_b1_gaussian_conv,4,saved,10,0.05,1,0.372234130859375,0.871,0.5668023681640625,0.805
resolution_max_b1_gaussian_conv,4,recalibrated,10,0.05,1,0.3258662567138672,0.894,0.5116712493896485,0.826
resolution_max_b1_gaussian_conv,4,saved,10,0.05,-1,0.3824532165527344,0.869,0.5675453491210938,0.811
resolution_max_b1_gaussian_conv,4,recalibrated,10,0.05,-1,0.3344226837158203,0.89,0.538594223022461,0.822
resolution_max_b1_gaussian_conv,4,saved,10,0.1,1,0.6014175720214844,0.795,0.7797359924316406,0.736
resolution_max_b1_gaussian_conv,4,recalibrated,10,0.1,1,0.4214785919189453,0.857,0.581577392578125,0.807
resolution_max_b1_gaussian_conv,4,saved,10,0.1,-1,0.6383728332519532,0.775,0.8023324279785157,0.74
resolution_max_b1_gaussian_conv,4,recalibrated,10,0.1,-1,0.4371831817626953,0.856,0.6131705017089844,0.808
resolution_max_b1_gaussian_conv,4,saved,10,0.2,1,1.6073429565429687,0.547,1.6737205810546876,0.562
resolution_max_b1_gaussian_conv,4,recalibrated,10,0.2,1,0.7338584899902344,0.743,0.848628662109375,0.735
resolution_max_b1_gaussian_conv,4,saved,10,0.2,-1,1.8300155029296874,0.488,1.9490511474609375,0.486
resolution_max_b1_gaussian_conv,4,recalibrated,10,0.2,-1,0.7892898559570313,0.737,0.9428767700195313,0.684
resolution_max_b1_gaussian_conv,4,saved,10,0.25,1,2.481388916015625,0.459,2.444380859375,0.448
resolution_max_b1_gaussian_conv,4,recalibrated,10,0.25,1,0.967933349609375,0.669,1.053144287109375,0.67
resolution_max_b1_gaussian_conv,4,saved,10,0.25,-1,2.6705048828125,0.368,2.771584228515625,0.377
resolution_max_b1_gaussian_conv,4,recalibrated,10,0.25,-1,1.027603515625,0.672,1.2099623413085938,0.616
resolution_max_b1_gaussian_conv,4,saved,11,0.025,1,0.3191259307861328,0.9,0.5160093078613281,0.831
resolution_max_b1_gaussian_conv,4,recalibrated,11,0.025,1,0.30486572265625,0.901,0.503942626953125,0.833
resolution_max_b1_gaussian_conv,4,saved,11,0.025,-1,0.31814018249511716,0.899,0.5322459716796875,0.816
resolution_max_b1_gaussian_conv,4,recalibrated,11,0.025,-1,0.29908404541015626,0.906,0.5041412963867188,0.826
resolution_max_b1_gaussian_conv,4,saved,11,0.05,1,0.3928171997070313,0.861,0.5800896606445313,0.809
resolution_max_b1_gaussian_conv,4,recalibrated,11,0.05,1,0.32744189453125,0.893,0.5194368286132812,0.822
resolution_max_b1_gaussian_conv,4,saved,11,0.05,-1,0.3831770935058594,0.868,0.6062933959960938,0.799
resolution_max_b1_gaussian_conv,4,recalibrated,11,0.05,-1,0.3144056396484375,0.902,0.5203231201171875,0.821
resolution_max_b1_gaussian_conv,4,saved,11,0.1,1,0.7230451354980468,0.761,0.894502685546875,0.722
resolution_max_b1_gaussian_conv,4,recalibrated,11,0.1,1,0.41208419799804685,0.848,0.5879008178710937,0.808
resolution_max_b1_gaussian_conv,4,saved,11,0.1,-1,0.6711122741699219,0.769,0.8934461669921875,0.722
resolution_max_b1_gaussian_conv,4,recalibrated,11,0.1,-1,0.37675347900390627,0.866,0.5755876770019531,0.812
resolution_max_b1_gaussian_conv,4,saved,11,0.2,1,1.8843595581054688,0.569,2.039031677246094,0.535
resolution_max_b1_gaussian_conv,4,recalibrated,11,0.2,1,0.67056201171875,0.771,0.8070294189453125,0.733
resolution_max_b1_gaussian_conv,4,saved,11,0.2,-1,2.0781722412109374,0.507,2.2697723388671873,0.469
resolution_max_b1_gaussian_conv,4,recalibrated,11,0.2,-1,0.6607895202636719,0.764,0.8320339965820313,0.729
resolution_max_b1_gaussian_conv,4,saved,11,0.25,1,2.637038330078125,0.473,2.7803284912109376,0.455
resolution_max_b1_gaussian_conv,4,recalibrated,11,0.25,1,0.85737060546875,0.704,0.9688569946289063,0.689
resolution_max_b1_gaussian_conv,4,saved,11,0.25,-1,3.2669954833984374,0.367,3.4812969970703125,0.33
resolution_max_b1_gaussian_conv,4,recalibrated,11,0.25,-1,0.9001907653808594,0.698,1.0594561767578126,0.646
resolution_max_b1_gaussian_conv,4,saved,12,0.025,1,0.31055674743652345,0.906,0.5125598754882813,0.831
resolution_max_b1_gaussian_conv,4,recalibrated,12,0.025,1,0.3014876708984375,0.91,0.502359878540039,0.834
resolution_max_b1_gaussian_conv,4,saved,12,0.025,-1,0.3266815185546875,0.893,0.523152816772461,0.826
resolution_max_b1_gaussian_conv,4,recalibrated,12,0.025,-1,0.30573779296875,0.9,0.5039143371582031,0.831
resolution_max_b1_gaussian_conv,4,saved,12,0.05,1,0.36732333374023435,0.881,0.5641455078125,0.8
resolution_max_b1_gaussian_conv,4,recalibrated,12,0.05,1,0.3184658660888672,0.905,0.5195146636962891,0.827
resolution_max_b1_gaussian_conv,4,saved,12,0.05,-1,0.3933278045654297,0.871,0.5774415588378906,0.815
resolution_max_b1_gaussian_conv,4,recalibrated,12,0.05,-1,0.33162741088867187,0.884,0.5190334625244141,0.828
resolution_max_b1_gaussian_conv,4,saved,12,0.1,1,0.658579345703125,0.778,0.8305789184570312,0.719
resolution_max_b1_gaussian_conv,4,recalibrated,12,0.1,1,0.3923878173828125,0.868,0.5777407531738281,0.811
resolution_max_b1_gaussian_conv,4,saved,12,0.1,-1,0.6510110778808593,0.785,0.8020099792480468,0.757
resolution_max_b1_gaussian_conv,4,recalibrated,12,0.1,-1,0.4186546173095703,0.854,0.5825006103515625,0.819
resolution_max_b1_gaussian_conv,4,saved,12,0.2,1,2.2740631103515625,0.427,2.2889432373046876,0.414
resolution_max_b1_gaussian_conv,4,recalibrated,12,0.2,1,0.6856873779296875,0.762,0.8371901245117187,0.708
resolution_max_b1_gaussian_conv,4,saved,12,0.2,-1,1.946353515625,0.499,2.027588439941406,0.505
resolution_max_b1_gaussian_conv,4,recalibrated,12,0.2,-1,0.7557904663085937,0.746,0.8407943115234375,0.725
resolution_max_b1_gaussian_conv,4,saved,12,0.25,1,3.5328514404296874,0.281,3.458586669921875,0.292
resolution_max_b1_gaussian_conv,4,recalibrated,12,0.25,1,0.912963134765625,0.68,1.0415830383300781,0.645
resolution_max_b1_gaussian_conv,4,saved,12,0.25,-1,3.266898681640625,0.335,3.27092578125,0.354
resolution_max_b1_gaussian_conv,4,recalibrated,12,0.25,-1,1.019998077392578,0.668,1.0526629028320313,0.646
resolution_max_b1_gaussian_conv,4,saved,13,0.025,1,0.32618951416015624,0.897,0.5123332824707031,0.821
resolution_max_b1_gaussian_conv,4,recalibrated,13,0.025,1,0.3023309936523437,0.905,0.50262060546875,0.831
resolution_max_b1_gaussian_conv,4,saved,13,0.025,-1,0.34245417785644533,0.879,0.5570798950195313,0.819
resolution_max_b1_gaussian_conv,4,recalibrated,13,0.025,-1,0.30881442260742187,0.911,0.5101253051757813,0.825
