method,seed,probe,policy,direction,dHd,g_dot_d,L0,grad_norm
plain,3,test_probe,saved,7,144.52061113484973,-0.48985711140768745,0.767693042755127,7.053101995452172
plain,3,test_probe,saved,8,187.37068896335563,-0.36080978361342486,0.767693042755127,7.053101995452172
plain,3,test_probe,saved,9,145.21427766898128,-0.05330760266447032,0.767693042755127,7.053101995452172
plain,3,test_probe,saved,10,117.40599104818529,-0.522487952700477,0.767693042755127,7.053101995452172
plain,3,test_probe,saved,11,136.69547994675116,0.13483567852042236,0.767693042755127,7.053101995452172
plain,3,test_probe,saved,12,190.99108387739244,0.8476226316217482,0.767693042755127,7.053101995452172
plain,3,test_probe,saved,13,98.05810964154192,-0.044700910368145275,0.767693042755127,7.053101995452172
plain,3,test_probe,saved,14,169.6042563150796,0.12690780276683236,0.767693042755127,7.053101995452172
plain,3,test_probe,saved,15,103.39787810432006,0.84629288973748,0.767693042755127,7.053101995452172
plain,3,test_probe,saved,16,97.70883331098052,-0.5695784400128536,0.767693042755127,7.053101995452172
plain,3,test_probe,saved,17,169.11788369558974,-0.9730820808703802,0.767693042755127,7.053101995452172
plain,3,test_probe,saved,18,114.80346222540665,0.5143397791432516,0.767693042755127,7.053101995452172
plain,3,test_probe,saved,19,214.8012039278084,0.37101874598914,0.767693042755127,7.053101995452172
plain,3,test_probe,centre_frozen,0,280.7314859077032,-0.8060812176228472,0.761147528886795,7.372191152821192
plain,3,test_probe,centre_frozen,1,262.51315782885774,0.5321274514837404,0.761147528886795,7.372191152821192
plain,3,test_probe,centre_frozen,2,154.8593894221336,0.04996533831443209,0.761147528886795,7.372191152821192
plain,3,test_probe,centre_frozen,3,201.00882391219199,-1.2653344811144576,0.761147528886795,7.372191152821192
plain,3,test_probe,centre_frozen,4,142.48346761588755,-1.2785998561306702,0.761147528886795,7.372191152821192
plain,3,test_probe,centre_frozen,5,129.2575241270916,0.7318044263273618,0.761147528886795,7.372191152821192
plain,3,test_probe,centre_frozen,6,92.49765633304257,1.0430309816082228,0.761147528886795,7.372191152821192
plain,3,test_probe,centre_frozen,7,137.15382919789135,-0.2720005349436465,0.761147528886795,7.372191152821192
plain,3,test_probe,centre_frozen,8,184.08375391767922,-0.2673882163692301,0.761147528886795,7.372191152821192
plain,3,test_probe,centre_frozen,9,145.8764531485428,0.20942833947600842,0.761147528886795,7.372191152821192
plain,3,test_probe,centre_frozen,10,114.22948188376174,-0.45305247046808605,0.761147528886795,7.372191152821192
plain,3,test_probe,centre_frozen,11,133.20143004678297,0.4513156053334224,0.761147528886795,7.372191152821192
plain,3,test_probe,centre_frozen,12,184.1805906227647,0.9308532411518876,0.761147528886795,7.372191152821192
plain,3,test_probe,centre_frozen,13,96.161047896979,-0.20317068495127183,0.761147528886795,7.372191152821192
